N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Año,Mes,Día,Hora
576948,2021-11-17 11:45:00,14515,United Kingdom,217,533.69,2021,11,17,11
560688,2021-07-20 11:54:00,16393,United Kingdom,89,153.34,2021,7,20,11
571840,2021-10-19 12:16:00,13590,United Kingdom,404,552.4,2021,10,19,12
547793,2021-03-25 12:10:00,14758,United Kingdom,158,654.75,2021,3,25,12
544824,2021-02-24 09:32:00,17139,United Kingdom,894,2639.38,2021,2,24,9
547925,2021-03-28 13:57:00,12481,Germany,425,602.86,2021,3,28,13
566987,2021-09-16 10:56:00,12476,Germany,185,533.6,2021,9,16,10
546117,2021-03-09 13:56:00,16771,United Kingdom,353,704.33,2021,3,9,13
575139,2021-11-08 15:26:00,16863,United Kingdom,304,338.55,2021,11,8,15
544647,2021-02-22 12:13:00,14060,United Kingdom,474,402.66,2021,2,22,12
559942,2021-07-14 10:21:00,17396,United Kingdom,258,1037.1,2021,7,14,10
555545,2021-06-05 13:08:00,17735,United Kingdom,581,873.85,2021,6,5,13
575713,2021-11-10 17:49:00,13817,Germany,148,254.28,2021,11,10,17
546774,2021-03-16 15:45:00,14505,United Kingdom,309,581.89,2021,3,16,15
554943,2021-05-27 14:10:00,13798,United Kingdom,258,556.3,2021,5,27,14
581429,2021-12-08 15:41:00,16322,United Kingdom,111,113.67,2021,12,8,15
556244,2021-06-09 16:08:00,15867,United Kingdom,86,302.72,2021,6,9,16
579986,2021-12-01 11:18:00,13777,United Kingdom,1167,2251.51,2021,12,1,11
540280,2021-01-06 12:37:00,12386,Australia,140,143.0,2021,1,6,12
554354,2021-05-24 09:12:00,15987,United Kingdom,62,39.9,2021,5,24,9
567879,2021-09-22 14:53:00,16161,United Kingdom,296,534.28,2021,9,22,14
561485,2021-07-27 13:42:00,17841,United Kingdom,142,252.22,2021,7,27,13
544158,2021-02-16 12:47:00,14944,United Kingdom,64,132.6,2021,2,16,12
562732,2021-08-09 10:19:00,18248,United Kingdom,269,307.56,2021,8,9,10
544101,2021-02-16 10:32:00,16378,United Kingdom,109,142.85,2021,2,16,10
566566,2021-09-13 12:32:00,14096,United Kingdom,106,433.93,2021,9,13,12
580963,2021-12-06 14:49:00,14868,United Kingdom,145,390.09,2021,12,6,14
561870,2021-07-31 11:45:00,14911,Eire,1410,1056.11,2021,7,31,11
572893,2021-10-26 14:36:00,18059,United Kingdom,107,95.78,2021,10,26,14
576176,2021-11-14 11:04:00,16936,United Kingdom,173,262.68,2021,11,14,11
568164,2021-09-25 12:39:00,14561,United Kingdom,639,513.77,2021,9,25,12
570225,2021-10-09 13:15:00,16595,United Kingdom,335,360.16,2021,10,9,13
562257,2021-08-03 15:14:00,17848,United Kingdom,88,148.72,2021,8,3,15
572752,2021-10-25 17:22:00,17449,United Kingdom,58,206.62,2021,10,25,17
571940,2021-10-20 09:57:00,15301,United Kingdom,450,603.76,2021,10,20,9
551893,2021-05-05 10:07:00,17675,United Kingdom,222,464.3,2021,5,5,10
543973,2021-02-14 15:15:00,17571,United Kingdom,178,284.35,2021,2,14,15
573183,2021-10-28 11:33:00,15028,United Kingdom,263,307.71,2021,10,28,11
556829,2021-06-15 10:51:00,12809,Portugal,220,489.31,2021,6,15,10
553657,2021-05-18 11:28:00,14583,United Kingdom,98,174.51,2021,5,18,11
542149,2021-01-26 10:17:00,17811,United Kingdom,120,108.55,2021,1,26,10
564868,2021-08-31 10:42:00,16842,United Kingdom,144,397.24,2021,8,31,10
577303,2021-11-18 13:02:00,14390,United Kingdom,413,974.81,2021,11,18,13
544813,2021-02-23 16:23:00,15984,United Kingdom,43,104.95,2021,2,23,16
552307,2021-05-08 15:20:00,12748,United Kingdom,20,95.85,2021,5,8,15
572992,2021-10-27 10:57:00,12681,France,50,121.92,2021,10,27,10
567887,2021-09-22 15:28:00,15237,United Kingdom,185,235.07,2021,9,22,15
570459,2021-10-10 15:42:00,15801,United Kingdom,466,869.98,2021,10,10,15
571108,2021-10-13 16:24:00,14555,United Kingdom,32,126.2,2021,10,13,16
566312,2021-09-12 09:43:00,16150,United Kingdom,164,339.83,2021,9,12,9
549597,2021-04-11 11:23:00,16133,United Kingdom,146,403.34,2021,4,11,11
539032,2020-12-15 14:25:00,18050,United Kingdom,40,74.4,2020,12,15,14
538198,2020-12-10 11:01:00,17827,United Kingdom,659,919.8,2020,12,10,11
570722,2021-10-12 11:08:00,14642,United Kingdom,76,96.12,2021,10,12,11
560263,2021-07-17 13:41:00,16342,United Kingdom,76,89.26,2021,7,17,13
550478,2021-04-18 14:01:00,15755,United Kingdom,157,306.05,2021,4,18,14
538656,2020-12-13 15:20:00,17371,United Kingdom,40,97.63,2020,12,13,15
569918,2021-10-06 17:03:00,15766,United Kingdom,170,315.06,2021,10,6,17
571670,2021-10-18 13:12:00,12611,Italy,846,1193.32,2021,10,18,13
541431,2021-01-18 10:01:00,12346,United Kingdom,74215,77183.6,2021,1,18,10
578921,2021-11-27 11:57:00,13596,United Kingdom,214,411.6,2021,11,27,11
578926,2021-11-27 12:24:00,18156,United Kingdom,228,528.71,2021,11,27,12
547876,2021-03-27 15:41:00,16638,United Kingdom,38,254.0,2021,3,27,15
544568,2021-02-21 12:54:00,15065,United Kingdom,548,773.66,2021,2,21,12
561683,2021-07-28 19:34:00,15518,United Kingdom,1,1.95,2021,7,28,19
563368,2021-08-16 09:00:00,13995,United Kingdom,84,153.2,2021,8,16,9
540501,2021-01-09 10:43:00,13162,United Kingdom,942,753.26,2021,1,9,10
558891,2021-07-04 15:38:00,16861,United Kingdom,24,70.8,2021,7,4,15
567683,2021-09-21 16:31:00,13704,United Kingdom,150,269.16,2021,9,21,16
540795,2021-01-11 12:00:00,13078,United Kingdom,92,355.8,2021,1,11,12
546380,2021-03-11 12:26:00,12748,United Kingdom,6,13.0,2021,3,11,12
578316,2021-11-23 16:43:00,14189,United Kingdom,241,302.44,2021,11,23,16
558902,2021-07-04 16:08:00,13001,United Kingdom,395,770.07,2021,7,4,16
538156,2020-12-09 16:53:00,15555,United Kingdom,202,620.35,2020,12,9,16
572542,2021-10-24 16:20:00,17272,United Kingdom,569,698.39,2021,10,24,16
571008,2021-10-13 12:07:00,17063,United Kingdom,12,35.4,2021,10,13,12
548212,2021-03-30 09:12:00,12456,Switzerland,445,940.17,2021,3,30,9
552260,2021-05-08 11:21:00,17002,United Kingdom,156,480.46,2021,5,8,11
559106,2021-07-06 11:10:00,15889,United Kingdom,66,148.95,2021,7,6,11
579027,2021-11-28 10:20:00,14102,United Kingdom,223,295.43,2021,11,28,10
577107,2021-11-17 17:30:00,16558,United Kingdom,348,851.06,2021,11,17,17
547520,2021-03-23 14:55:00,12564,France,133,456.9,2021,3,23,14
548309,2021-03-30 12:02:00,16657,United Kingdom,463,242.55,2021,3,30,12
537441,2020-12-06 17:26:00,13564,United Kingdom,256,540.0,2020,12,6,17
551727,2021-05-04 08:40:00,14245,United Kingdom,345,688.35,2021,5,4,8
560042,2021-07-14 14:46:00,17068,United Kingdom,88,170.45,2021,7,14,14
574325,2021-11-04 08:12:00,16839,United Kingdom,260,466.84,2021,11,4,8
574868,2021-11-07 12:41:00,13824,United Kingdom,108,269.1,2021,11,7,12
573509,2021-10-31 12:21:00,16169,United Kingdom,256,317.34,2021,10,31,12
554832,2021-05-26 15:30:00,16092,United Kingdom,234,282.86,2021,5,26,15
563951,2021-08-22 10:42:00,16839,United Kingdom,154,531.8,2021,8,22,10
561033,2021-07-24 11:40:00,14443,United Kingdom,319,383.12,2021,7,24,11
545856,2021-03-07 13:54:00,16225,United Kingdom,24,89.7,2021,3,7,13
569671,2021-10-05 13:54:00,16020,United Kingdom,290,518.8,2021,10,5,13
544398,2021-02-18 12:27:00,15311,United Kingdom,321,518.2,2021,2,18,12
545589,2021-03-04 10:21:00,17001,United Kingdom,178,333.2,2021,3,4,10
562973,2021-08-11 11:42:00,14911,Eire,1112,1234.0,2021,8,11,11
572986,2021-10-27 10:51:00,12681,France,300,490.19,2021,10,27,10
560571,2021-07-19 14:29:00,17735,United Kingdom,464,729.07,2021,7,19,14
569230,2021-10-02 15:07:00,16533,United Kingdom,162,376.97,2021,10,2,15
573532,2021-10-31 12:45:00,13145,United Kingdom,24,118.8,2021,10,31,12
577010,2021-11-17 12:11:00,15506,United Kingdom,475,464.85,2021,11,17,12
568881,2021-09-29 12:39:00,13960,United Kingdom,40,128.1,2021,9,29,12
558760,2021-07-03 12:38:00,16918,United Kingdom,158,247.25,2021,7,3,12
575179,2021-11-09 08:11:00,14284,United Kingdom,91,343.15,2021,11,9,8
557782,2021-06-22 15:41:00,14640,United Kingdom,112,406.3,2021,6,22,15
573911,2021-11-01 15:40:00,17315,United Kingdom,120,186.05,2021,11,1,15
541880,2021-01-24 10:38:00,13819,United Kingdom,546,408.3,2021,1,24,10
569679,2021-10-05 14:19:00,16160,United Kingdom,150,223.5,2021,10,5,14
551280,2021-04-27 13:31:00,16016,United Kingdom,18,89.1,2021,4,27,13
581004,2021-12-07 08:41:00,16539,United Kingdom,56,335.2,2021,12,7,8
569240,2021-10-03 09:30:00,18059,United Kingdom,104,124.08,2021,10,3,9
553220,2021-05-16 09:57:00,13319,United Kingdom,292,732.92,2021,5,16,9
553927,2021-05-20 09:56:00,17381,United Kingdom,1084,784.92,2021,5,20,9
555725,2021-06-06 16:23:00,15737,United Kingdom,4,34.0,2021,6,6,16
565087,2021-09-01 10:03:00,13276,United Kingdom,20,137.38,2021,9,1,10
555634,2021-06-06 12:29:00,13319,United Kingdom,88,210.06,2021,6,6,12
565431,2021-09-04 13:15:00,14965,United Kingdom,353,474.5,2021,9,4,13
540466,2021-01-07 13:34:00,15649,United Kingdom,72,306.0,2021,1,7,13
558372,2021-06-28 15:47:00,16200,United Kingdom,231,550.57,2021,6,28,15
545859,2021-03-07 14:10:00,15498,United Kingdom,276,593.92,2021,3,7,14
544699,2021-02-23 09:54:00,17949,United Kingdom,240,172.8,2021,2,23,9
557632,2021-06-21 15:07:00,17420,United Kingdom,116,260.66,2021,6,21,15
567300,2021-09-19 12:36:00,12724,France,192,542.81,2021,9,19,12
566321,2021-09-12 11:44:00,17961,United Kingdom,1,5.95,2021,9,12,11
565080,2021-09-01 08:25:00,13509,United Kingdom,32,40.0,2021,9,1,8
572078,2021-10-20 14:10:00,15807,United Kingdom,2,16.5,2021,10,20,14
553885,2021-05-19 15:41:00,12601,Germany,35,140.6,2021,5,19,15
578152,2021-11-23 11:21:00,16954,United Kingdom,12,131.4,2021,11,23,11
578325,2021-11-23 17:43:00,16343,United Kingdom,93,178.47,2021,11,23,17
541010,2021-01-13 11:05:00,14114,United Kingdom,89,195.13,2021,1,13,11
567487,2021-09-20 13:53:00,17340,United Kingdom,24,49.92,2021,9,20,13
568955,2021-09-29 15:40:00,13759,United Kingdom,267,560.41,2021,9,29,15
581165,2021-12-07 14:39:00,15701,United Kingdom,264,318.94,2021,12,7,14
567426,2021-09-20 11:33:00,13767,United Kingdom,70,242.1,2021,9,20,11
539297,2020-12-16 17:20:00,17691,United Kingdom,76,147.9,2020,12,16,17
558623,2021-06-30 16:52:00,12395,Belgium,103,163.9,2021,6,30,16
536786,2020-12-02 15:23:00,15061,United Kingdom,144,324.0,2020,12,2,15
543040,2021-02-02 17:06:00,17337,United Kingdom,703,1026.72,2021,2,2,17
575326,2021-11-09 13:47:00,12532,France,153,349.83,2021,11,9,13
552333,2021-05-09 10:38:00,15039,United Kingdom,221,553.35,2021,5,9,10
565186,2021-09-01 15:56:00,17220,United Kingdom,135,111.03,2021,9,1,15
550999,2021-04-26 09:12:00,17670,United Kingdom,110,205.7,2021,4,26,9
569253,2021-10-03 10:55:00,13635,United Kingdom,677,1071.03,2021,10,3,10
544791,2021-02-23 12:33:00,14289,United Kingdom,148,322.24,2021,2,23,12
568350,2021-09-26 15:35:00,12612,Germany,262,704.04,2021,9,26,15
560976,2021-07-22 12:08:00,18146,United Kingdom,126,83.7,2021,7,22,12
574576,2021-11-04 17:07:00,14971,United Kingdom,6,8.7,2021,11,4,17
565460,2021-09-05 09:24:00,16843,United Kingdom,2300,1414.64,2021,9,5,9
558437,2021-06-29 12:46:00,17799,United Kingdom,112,175.89,2021,6,29,12
537681,2020-12-08 10:11:00,13329,United Kingdom,175,304.2,2020,12,8,10
548705,2021-04-03 11:47:00,17381,United Kingdom,444,189.12,2021,4,3,11
550957,2021-04-21 16:37:00,18283,United Kingdom,87,117.68,2021,4,21,16
544395,2021-02-18 12:13:00,13397,United Kingdom,103,301.85,2021,2,18,12
539118,2020-12-16 11:27:00,15563,United Kingdom,315,270.19,2020,12,16,11
552309,2021-05-08 15:22:00,13835,United Kingdom,157,328.45,2021,5,8,15
560646,2021-07-20 11:28:00,18102,United Kingdom,581,2365.91,2021,7,20,11
573775,2021-11-01 10:30:00,13881,United Kingdom,726,949.5,2021,11,1,10
561089,2021-07-25 09:50:00,17579,United Kingdom,39,106.45,2021,7,25,9
578441,2021-11-24 12:24:00,17133,United Kingdom,103,285.35,2021,11,24,12
546837,2021-03-17 12:37:00,13650,United Kingdom,134,372.12,2021,3,17,12
561800,2021-07-29 14:13:00,13975,United Kingdom,74,151.76,2021,7,29,14
576867,2021-11-16 16:18:00,13012,United Kingdom,122,285.3,2021,11,16,16
574919,2021-11-07 16:33:00,16241,United Kingdom,52,102.3,2021,11,7,16
567911,2021-09-22 17:00:00,14854,United Kingdom,391,458.2,2021,9,22,17
554082,2021-05-22 11:49:00,14878,United Kingdom,151,219.96,2021,5,22,11
573327,2021-10-30 11:09:00,15298,United Kingdom,6,12.48,2021,10,30,11
545032,2021-02-25 15:37:00,14051,United Kingdom,100,476.8,2021,2,25,15
539009,2020-12-15 13:24:00,13221,United Kingdom,153,498.16,2020,12,15,13
559529,2021-07-10 12:03:00,14808,United Kingdom,251,430.05,2021,7,10,12
553375,2021-05-16 14:53:00,14911,Eire,368,979.32,2021,5,16,14
579448,2021-11-29 13:49:00,14390,United Kingdom,12,4.68,2021,11,29,13
536387,2020-12-01 09:58:00,16029,United Kingdom,1440,3193.92,2020,12,1,9
575576,2021-11-10 11:45:00,16025,United Kingdom,338,439.66,2021,11,10,11
561633,2021-07-28 14:33:00,17949,United Kingdom,2565,10303.95,2021,7,28,14
566287,2021-09-11 15:11:00,17218,United Kingdom,49,133.37,2021,9,11,15
576175,2021-11-14 11:02:00,15291,United Kingdom,366,318.12,2021,11,14,11
553997,2021-05-20 11:34:00,12656,France,473,1118.4,2021,5,20,11
558616,2021-06-30 16:22:00,16045,United Kingdom,157,269.4,2021,6,30,16
547019,2021-03-18 14:54:00,17841,United Kingdom,71,115.78,2021,3,18,14
547850,2021-03-27 12:06:00,14472,United Kingdom,216,311.57,2021,3,27,12
575046,2021-11-08 12:09:00,15039,United Kingdom,163,246.21,2021,11,8,12
544586,2021-02-21 15:04:00,17338,United Kingdom,480,1117.8,2021,2,21,15
561644,2021-07-28 15:15:00,16029,United Kingdom,264,648.72,2021,7,28,15
547794,2021-03-25 12:13:00,14085,United Kingdom,220,207.21,2021,3,25,12
548332,2021-03-30 13:39:00,15364,United Kingdom,84,331.8,2021,3,30,13
562435,2021-08-04 17:51:00,12693,Germany,34,225.14,2021,8,4,17
556477,2021-06-12 12:20:00,12841,United Kingdom,86,199.73,2021,6,12,12
572085,2021-10-20 14:23:00,14427,United Kingdom,20,41.6,2021,10,20,14
551419,2021-04-28 13:51:00,12748,United Kingdom,1,400.0,2021,4,28,13
579009,2021-11-28 09:14:00,16678,United Kingdom,12,39.0,2021,11,28,9
562840,2021-08-09 16:27:00,14527,United Kingdom,59,150.74,2021,8,9,16
549261,2021-04-07 12:35:00,14903,United Kingdom,284,580.58,2021,4,7,12
574047,2021-11-02 13:26:00,13318,United Kingdom,176,302.96,2021,11,2,13
556036,2021-06-08 12:37:00,15159,United Kingdom,8,52.8,2021,6,8,12
565849,2021-09-07 12:50:00,14309,United Kingdom,236,323.68,2021,9,7,12
543186,2021-02-04 11:40:00,17929,United Kingdom,36,196.2,2021,2,4,11
580977,2021-12-06 15:32:00,16569,United Kingdom,93,124.2,2021,12,6,15
563196,2021-08-12 16:54:00,14406,United Kingdom,77,156.75,2021,8,12,16
538163,2020-12-09 17:27:00,17841,United Kingdom,116,257.95,2020,12,9,17
546999,2021-03-18 13:47:00,17133,United Kingdom,266,683.42,2021,3,18,13
544102,2021-02-16 10:32:00,14665,United Kingdom,86,255.66,2021,2,16,10
570836,2021-10-12 13:55:00,17410,United Kingdom,203,449.15,2021,10,12,13
581452,2021-12-08 18:03:00,17675,United Kingdom,324,728.92,2021,12,8,18
544056,2021-02-15 12:48:00,13004,United Kingdom,202,287.74,2021,2,15,12
551956,2021-05-05 12:22:00,15021,United Kingdom,110,277.97,2021,5,5,12
561659,2021-07-28 16:11:00,17450,United Kingdom,1180,3453.72,2021,7,28,16
543113,2021-02-03 13:06:00,13047,United Kingdom,211,458.9,2021,2,3,13
542152,2021-01-26 10:33:00,13534,United Kingdom,121,182.45,2021,1,26,10
538522,2020-12-13 09:09:00,16210,United Kingdom,552,539.2,2020,12,13,9
571103,2021-10-13 15:50:00,18160,United Kingdom,147,319.51,2021,10,13,15
574234,2021-11-03 12:28:00,15271,United Kingdom,55,91.59,2021,11,3,12
543055,2021-02-03 10:41:00,12502,Spain,171,617.25,2021,2,3,10
559310,2021-07-07 13:33:00,15505,United Kingdom,630,944.16,2021,7,7,13
576057,2021-11-13 15:06:00,15861,United Kingdom,57,74.85,2021,11,13,15
550821,2021-04-21 08:54:00,12506,France,23,73.5,2021,4,21,8
568049,2021-09-23 12:38:00,17841,United Kingdom,227,459.34,2021,9,23,12
543036,2021-02-02 15:57:00,17223,United Kingdom,48,133.95,2021,2,2,15
555107,2021-05-31 14:14:00,12594,Italy,267,587.45,2021,5,31,14
572672,2021-10-25 13:15:00,13340,United Kingdom,284,597.68,2021,10,25,13
544452,2021-02-20 12:32:00,14162,United Kingdom,110,177.68,2021,2,20,12
553863,2021-05-19 14:05:00,13418,United Kingdom,293,446.82,2021,5,19,14
561624,2021-07-28 13:54:00,16969,United Kingdom,352,81.6,2021,7,28,13
538048,2020-12-09 13:14:00,15945,United Kingdom,52,181.0,2020,12,9,13
545312,2021-03-01 13:51:00,15456,United Kingdom,205,186.33,2021,3,1,13
541610,2021-01-20 10:18:00,16029,United Kingdom,165,429.15,2021,1,20,10
572914,2021-10-26 16:25:00,12948,United Kingdom,68,127.68,2021,10,26,16
559657,2021-07-11 13:05:00,16701,United Kingdom,44,21.96,2021,7,11,13
576573,2021-11-15 13:52:00,16600,United Kingdom,146,104.1,2021,11,15,13
567189,2021-09-19 09:10:00,17069,United Kingdom,338,545.78,2021,9,19,9
570862,2021-10-12 15:35:00,17528,United Kingdom,360,467.36,2021,10,12,15
575623,2021-11-10 13:14:00,14064,United Kingdom,275,256.06,2021,11,10,13
581163,2021-12-07 14:34:00,12747,United Kingdom,122,438.5,2021,12,7,14
537262,2020-12-06 11:26:00,15039,United Kingdom,266,611.51,2020,12,6,11
561074,2021-07-24 15:46:00,13037,United Kingdom,137,303.75,2021,7,24,15
542602,2021-01-30 12:09:00,15579,United Kingdom,56,199.6,2021,1,30,12
554158,2021-05-23 11:44:00,15563,United Kingdom,427,465.43,2021,5,23,11
576879,2021-11-16 16:52:00,18006,United Kingdom,220,444.68,2021,11,16,16
566918,2021-09-15 14:50:00,12722,France,7,67.98,2021,9,15,14
563215,2021-08-14 12:56:00,15683,United Kingdom,131,193.75,2021,8,14,12
545593,2021-03-04 10:31:00,17581,United Kingdom,16,102.4,2021,3,4,10
569535,2021-10-04 15:41:00,15044,United Kingdom,157,444.71,2021,10,4,15
571227,2021-10-14 13:54:00,12477,Germany,316,1288.78,2021,10,14,13
581361,2021-12-08 12:31:00,17522,United Kingdom,102,158.46,2021,12,8,12
581133,2021-12-07 12:55:00,14904,United Kingdom,1392,628.48,2021,12,7,12
565937,2021-09-08 10:52:00,13468,United Kingdom,52,126.74,2021,9,8,10
540827,2021-01-11 14:15:00,17569,United Kingdom,159,344.14,2021,1,11,14
573510,2021-10-31 12:21:00,14808,United Kingdom,455,534.19,2021,10,31,12
542741,2021-01-31 16:02:00,17375,United Kingdom,250,176.66,2021,1,31,16
537403,2020-12-06 14:43:00,17191,United Kingdom,21,30.45,2020,12,6,14
562542,2021-08-05 15:40:00,17377,United Kingdom,368,314.69,2021,8,5,15
576922,2021-11-17 10:51:00,17613,United Kingdom,20,7.8,2021,11,17,10
554350,2021-05-24 08:51:00,13523,United Kingdom,25,106.75,2021,5,24,8
536831,2020-12-02 17:40:00,16029,United Kingdom,260,569.4,2020,12,2,17
550940,2021-04-21 15:26:00,18008,United Kingdom,492,615.0,2021,4,21,15
561802,2021-07-29 14:29:00,12748,United Kingdom,152,161.68,2021,7,29,14
575324,2021-11-09 13:45:00,14240,United Kingdom,339,663.49,2021,11,9,13
560640,2021-07-20 10:59:00,13854,United Kingdom,64,313.76,2021,7,20,10
561029,2021-07-24 11:25:00,12490,France,236,412.93,2021,7,24,11
552174,2021-05-06 13:07:00,15144,United Kingdom,24,15.6,2021,5,6,13
566190,2021-09-09 13:20:00,12748,United Kingdom,328,211.49,2021,9,9,13
578445,2021-11-24 12:25:00,15005,United Kingdom,191,188.76,2021,11,24,12
538449,2020-12-12 12:24:00,17085,United Kingdom,228,452.99,2020,12,12,12
562528,2021-08-05 13:52:00,12610,Italy,457,946.75,2021,8,5,13
543456,2021-02-08 12:41:00,15753,United Kingdom,144,79.2,2021,2,8,12
565207,2021-09-01 16:46:00,16764,United Kingdom,111,260.49,2021,9,1,16
579403,2021-11-29 12:15:00,14503,United Kingdom,180,436.1,2021,11,29,12
562523,2021-08-05 13:26:00,16174,United Kingdom,260,304.2,2021,8,5,13
538592,2020-12-13 11:47:00,15854,United Kingdom,92,230.1,2020,12,13,11
540464,2021-01-07 13:17:00,14298,United Kingdom,1070,1429.9,2021,1,7,13
566309,2021-09-12 09:38:00,14307,United Kingdom,24,31.6,2021,9,12,9
546678,2021-03-15 16:39:00,12681,France,317,565.54,2021,3,15,16
540704,2021-01-11 10:04:00,17742,United Kingdom,71,302.57,2021,1,11,10
543246,2021-02-04 14:14:00,17315,United Kingdom,80,103.25,2021,2,4,14
560416,2021-07-18 14:40:00,14798,United Kingdom,28,21.72,2021,7,18,14
575948,2021-11-13 11:51:00,14661,United Kingdom,35,107.95,2021,11,13,11
567287,2021-09-19 11:49:00,18232,United Kingdom,25,92.35,2021,9,19,11
573373,2021-10-30 13:37:00,14684,United Kingdom,227,274.56,2021,10,30,13
543852,2021-02-14 11:57:00,14258,United Kingdom,724,1165.96,2021,2,14,11
550890,2021-04-21 12:00:00,14711,United Kingdom,187,526.5,2021,4,21,12
575873,2021-11-11 12:53:00,17677,United Kingdom,396,640.84,2021,11,11,12
541473,2021-01-18 11:30:00,17491,United Kingdom,240,305.52,2021,1,18,11
569827,2021-10-06 12:26:00,13591,United Kingdom,222,340.9,2021,10,6,12
574711,2021-11-06 14:20:00,14517,United Kingdom,18,78.0,2021,11,6,14
552371,2021-05-09 12:28:00,17629,United Kingdom,110,101.18,2021,5,9,12
541113,2021-01-13 15:18:00,16775,United Kingdom,27,174.15,2021,1,13,15
547717,2021-03-25 08:53:00,16833,United Kingdom,12,17.4,2021,3,25,8
539240,2020-12-16 13:15:00,15194,United Kingdom,902,843.78,2020,12,16,13
556468,2021-06-12 11:26:00,14878,United Kingdom,33,111.03,2021,6,12,11
563837,2021-08-19 13:03:00,15078,United Kingdom,150,306.1,2021,8,19,13
567976,2021-09-23 10:26:00,13127,United Kingdom,127,259.17,2021,9,23,10
547383,2021-03-22 15:42:00,12613,Germany,485,803.66,2021,3,22,15
544319,2021-02-17 15:03:00,14379,United Kingdom,128,110.98,2021,2,17,15
575632,2021-11-10 13:44:00,12473,Germany,3,1013.86,2021,11,10,13
567171,2021-09-18 12:42:00,17677,United Kingdom,400,716.0,2021,9,18,12
540245,2021-01-05 15:42:00,13082,United Kingdom,1032,379.44,2021,1,5,15
561190,2021-07-25 13:37:00,17631,United Kingdom,93,113.95,2021,7,25,13
560119,2021-07-15 10:21:00,12815,Poland,140,448.1,2021,7,15,10
559034,2021-07-05 14:56:00,13109,United Kingdom,260,369.85,2021,7,5,14
555243,2021-06-01 13:52:00,13475,United Kingdom,78,153.3,2021,6,1,13
540176,2021-01-05 12:40:00,17511,United Kingdom,1914,3862.14,2021,1,5,12
571438,2021-10-17 13:25:00,15066,United Kingdom,317,893.59,2021,10,17,13
576387,2021-11-15 09:55:00,15582,United Kingdom,46,141.4,2021,11,15,9
581338,2021-12-08 12:12:00,14646,Netherlands,140,250.6,2021,12,8,12
577493,2021-11-20 12:13:00,17323,United Kingdom,159,220.05,2021,11,20,12
545079,2021-02-28 10:30:00,18283,United Kingdom,59,102.9,2021,2,28,10
553917,2021-05-20 08:30:00,17615,United Kingdom,41,118.55,2021,5,20,8
578793,2021-11-25 12:21:00,16210,United Kingdom,528,1909.62,2021,11,25,12
557788,2021-06-22 16:32:00,14088,United Kingdom,7,33.16,2021,6,22,16
573175,2021-10-28 10:27:00,15096,United Kingdom,120,219.39,2021,10,28,10
558535,2021-06-30 12:04:00,16904,United Kingdom,126,279.77,2021,6,30,12
536783,2020-12-02 15:19:00,15061,United Kingdom,2909,4076.48,2020,12,2,15
572845,2021-10-26 12:11:00,16013,United Kingdom,960,864.0,2021,10,26,12
562883,2021-08-10 11:24:00,14056,United Kingdom,3,6.3,2021,8,10,11
558234,2021-06-27 14:37:00,18073,United Kingdom,60,65.4,2021,6,27,14
555004,2021-05-31 09:37:00,13549,United Kingdom,53,105.35,2021,5,31,9
559107,2021-07-06 11:22:00,15334,United Kingdom,114,127.53,2021,7,6,11
575199,2021-11-09 09:48:00,12921,United Kingdom,439,725.22,2021,11,9,9
580777,2021-12-06 11:06:00,14547,United Kingdom,95,153.45,2021,12,6,11
537155,2020-12-05 13:05:00,12748,United Kingdom,66,75.64,2020,12,5,13
566286,2021-09-11 14:58:00,14057,United Kingdom,252,331.56,2021,9,11,14
553067,2021-05-13 11:44:00,16871,United Kingdom,366,1110.51,2021,5,13,11
536629,2020-12-02 10:55:00,17850,United Kingdom,12,22.2,2020,12,2,10
566959,2021-09-15 17:00:00,17530,United Kingdom,341,395.55,2021,9,15,17
575168,2021-11-08 17:19:00,15290,United Kingdom,246,435.28,2021,11,8,17
550154,2021-04-14 14:45:00,13069,United Kingdom,35,103.25,2021,4,14,14
553015,2021-05-12 18:55:00,12748,United Kingdom,18,56.2,2021,5,12,18
572865,2021-10-26 13:01:00,17841,United Kingdom,164,185.11,2021,10,26,13
576521,2021-11-15 12:34:00,18259,United Kingdom,336,1070.4,2021,11,15,12
553239,2021-05-16 11:31:00,16226,United Kingdom,108,109.32,2021,5,16,11
559297,2021-07-07 12:36:00,16743,United Kingdom,416,428.49,2021,7,7,12
563349,2021-08-15 13:51:00,14623,United Kingdom,71,210.85,2021,8,15,13
574194,2021-11-03 11:58:00,15227,United Kingdom,145,312.58,2021,11,3,11
566311,2021-09-12 09:41:00,15980,United Kingdom,78,170.1,2021,9,12,9
559886,2021-07-13 11:44:00,13669,United Kingdom,13,48.15,2021,7,13,11
578679,2021-11-25 08:12:00,15117,United Kingdom,568,348.1,2021,11,25,8
545184,2021-02-28 15:00:00,13292,United Kingdom,133,249.57,2021,2,28,15
577180,2021-11-18 11:27:00,12380,Belgium,315,1040.39,2021,11,18,11
562103,2021-08-02 14:23:00,13089,United Kingdom,30,24.6,2021,8,2,14
572994,2021-10-27 11:10:00,17684,United Kingdom,145,239.41,2021,10,27,11
560792,2021-07-21 10:32:00,15189,United Kingdom,110,685.5,2021,7,21,10
577402,2021-11-20 10:11:00,15465,United Kingdom,248,786.44,2021,11,20,10
